staff_id,name,username,email,position,position_level,styles,industries,software,citizenship,residence,offboarded_at,created_at
10298,Camden McFarland,camden.mcfarland,camden.mcfarland@domain.com,ADMIN,5,[Other],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Canada,Canada,,1/4/2018 0:42:46
10299,Annika Terry,annika.terry,annika.terry@domain.com,PROJECTMANAGER,4,[],"[Lifestyle, Marketing]",[],Mexico,Mexico,,1/4/2018 0:42:55
10300,Armani Walter,armani.walter,armani.walter@domain.com,,,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop]","Belgium",India,,1/4/2018 0:43:03
10301,Penny Dunn,penny.dunn,penny.dunn@domain.com,SPECIALIST,1,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",United States of America (USA),Spain,,1/4/2018 0:43:12
10302,Dawson Horton,dawson.horton,dawson.horton@domain.com,DESIGN_DIRECTOR,4,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop]","Brazil, Portugal",Brazil,,1/4/2018 0:43:21
10303,Aitana Lee,aitana.lee,aitana.lee@domain.com,,,[],[Film],[Other],South Africa,South Africa,,1/4/2018 0:43:29
10304,Jack Leach,jack.leach,jack.leach@domain.com,PROJECTMANAGER,4,[],,[Other],Egypt,Egypt,,1/4/2018 0:43:38
10305,Martha Bryant,martha.bryant,martha.bryant@domain.com,CORE,1,[Other],,"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,South Africa,,1/4/2018 0:43:47
10306,Jonah Novak,jonah.novak,jonah.novak@domain.com,SPECIALIST,1,[Other],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",South Africa,South Africa,,1/4/2018 0:43:55
10307,Kaiya Becker,kaiya.becker,kaiya.becker@domain.com,PROJECTMANAGER,4,,"[Lifestyle, Marketing]",[],Portugal,Portugal,,1/4/2018 0:44:04
10308,Lawson Morton,lawson.morton,lawson.morton@domain.com,,,[Other],"[Finance, Technology, Corporate]",[PowerPoint],Libya,Libya,,1/4/2018 0:44:12
10309,Mallory Stephens,mallory.stephens,mallory.stephens@domain.com,PROJECTMANAGER,2,[Corporate],[Branding],[Other],Brazil,Brazil,,1/4/2018 0:44:21
10310,Messiah Byrd,messiah.byrd,messiah.byrd@domain.com,CORE,4,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Palestine,Spain,,1/4/2018 0:44:30
10311,Giselle Crosby,giselle.crosby,giselle.crosby@domain.com,,,,[Branding],[PowerPoint],Brazil,Brazil,,1/4/2018 0:44:38
10312,Tristen Waller,tristen.waller,tristen.waller@domain.com,PROJECTMANAGER,2,[Corporate],"[Lifestyle, Marketing]","[Illustrator, Photoshop]","Argentina, Italy",Argentina,,1/4/2018 0:44:47
10313,Whitley Owen,whitley.owen,whitley.owen@domain.com,,,[],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Ukraine,Ukraine,,1/4/2018 0:44:56
10314,Cannon Elliott,cannon.elliott,cannon.elliott@domain.com,SPECIALIST,2,[Original],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Greece,Greece,,1/4/2018 0:45:04
10315,Noelle Salas,noelle.salas,noelle.salas@domain.com,PROJECTMANAGER,3,[],"[Finance, Technology, Corporate]",[],Russian Federation,Thailand,,1/4/2018 0:45:13
10316,Zaiden Cantu,zaiden.cantu,zaiden.cantu@domain.com,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Lithuania,Lithuania,,1/4/2018 0:45:22
10317,Galilea McIntyre,galilea.mcintyre,galilea.mcintyre@domain.com,CORE,3,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",Portugal,Portugal,,1/4/2018 0:45:30
10318,Eliseo Frye,eliseo.frye,eliseo.frye@domain.com,CORE,2,"[Minimalistic, Corporate, Modern]",[Branding],[Other],Argentina,Argentina,,1/4/2018 0:45:39
10319,Raya Rodgers,raya.rodgers,raya.rodgers@domain.com,ADMIN,5,[],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Portugal,Portugal,,1/4/2018 0:45:48
10320,Mathias Newton,mathias.newton,mathias.newton@domain.com,,,[Corporate],[Film],[Other],Spain,Spain,,1/4/2018 0:45:56
10321,Braelynn McGee,braelynn.mcgee,braelynn.mcgee@domain.com,PROJECTMANAGER,5,[Other],[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,South Africa,,1/4/2018 0:46:05
10322,Conner Noble,conner.noble,conner.noble@domain.com,PROJECTMANAGER,4,[],,[PowerPoint],Croatia,Croatia,,1/4/2018 0:46:13
10323,Hunter Dalton,hunter.dalton,hunter.dalton@domain.com,ADMIN,3,[Corporate],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",El Salvador,El Salvador,,1/4/2018 0:46:22
10324,Fletcher Stout,fletcher.stout,fletcher.stout@domain.com,,,,,"[Illustrator, Photoshop]",Mexico,Mexico,,1/4/2018 0:46:31
10325,Chana Weber,chana.weber,chana.weber@domain.com,PROJECTMANAGER,3,[Original],"[Lifestyle, Marketing]",[PowerPoint],Brazil,Brazil,,1/4/2018 0:46:39
10326,Crew Ball,crew.ball,crew.ball@domain.com,CORE,3,[Other],[Branding],[PowerPoint],Venezuela,Venezuela,,1/4/2018 0:46:48
10327,Abby Middleton,abby.middleton,abby.middleton@domain.com,CORE,5,,,"[Illustrator, Photoshop]",Nicaragua,Nicaragua,,1/4/2018 0:46:57
10328,Misael Marsh,misael.marsh,misael.marsh@domain.com,ADMIN,4,,[Branding],[PowerPoint],Mexico,Mexico,,1/4/2018 0:47:05
10329,Adelina Christian,adelina.christian,adelina.christian@domain.com,,,[],,[],"Serbia, Croatia",Serbia,,1/4/2018 0:47:14
10330,Ledger Roman,ledger.roman,ledger.roman@domain.com,,,"[Minimalistic, Corporate, Modern]","[Finance, Technology, Corporate]",[PowerPoint],Colombia,Colombia,,1/4/2018 0:47:23
10331,Astrid Carey,astrid.carey,astrid.carey@domain.com,,,[],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,South Africa,,1/4/2018 0:47:31
10332,Watson Johnson,watson.johnson,watson.johnson@domain.com,DESIGN_DIRECTOR,5,,[Branding],"[Illustrator, Photoshop]",Poland,Poland,,1/4/2018 0:47:40
10333,Emma Salas,emma.salas,emma.salas@domain.com,ADMIN,1,[Other],[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,United Kingdom,,1/4/2018 0:47:48
10334,Zaiden Spencer,zaiden.spencer,zaiden.spencer@domain.com,DESIGN_DIRECTOR,1,[Corporate],[Other],"[Illustrator, Photoshop]",Germany,Finland,,1/4/2018 0:47:57
10335,Alyssa Ponce,alyssa.ponce,alyssa.ponce@domain.com,ADMIN,4,[Corporate],"[Lifestyle, Marketing]",[PowerPoint],Hungary,Hungary,,1/4/2018 0:48:06
10336,Langston Chapman,langston.chapman,langston.chapman@domain.com,PROJECTMANAGER,1,[Other],[Other],"[Illustrator, Photoshop]",Canada,Canada,,1/4/2018 0:48:14
10337,Zuri Barron,zuri.barron,zuri.barron@domain.com,SPECIALIST,2,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop]",Costa Rica,Costa Rica,,1/4/2018 0:48:23
10338,Dustin George,dustin.george,dustin.george@domain.com,ADMIN,2,[Original],[Film],"[Illustrator, Photoshop]",Spain,Spain,,1/4/2018 0:48:32
10339,Adelyn McGee,adelyn.mcgee,adelyn.mcgee@domain.com,DESIGN_DIRECTOR,3,[Corporate],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,Brazil,,1/4/2018 0:48:40
10340,Conner Phan,conner.phan,conner.phan@domain.com,DESIGN_DIRECTOR,3,[Other],[Other],[PowerPoint],Croatia,Croatia,,1/4/2018 0:48:49
10341,Elsa McPherson,elsa.mcpherson,elsa.mcpherson@domain.com,CORE,1,[Corporate],,[Other],United States of America (USA),United States of America (USA),,1/4/2018 0:48:58
10342,Foster Cordova,foster.cordova,foster.cordova@domain.com,SPECIALIST,5,[],[Film],"[Illustrator, Photoshop]",Argentina,Spain,,1/4/2018 0:49:06
10343,Florence Johnson,florence.johnson,florence.johnson@domain.com,SPECIALIST,1,,,"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","South Africa, Portugal",South Africa,,1/4/2018 0:49:15
10344,Noah Figueroa,noah.figueroa,noah.figueroa@domain.com,SPECIALIST,2,[Corporate],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Malaysia,Malaysia,,1/4/2018 0:49:24
10345,Lilith Castaneda,lilith.castaneda,lilith.castaneda@domain.com,CORE,2,[Other],"[Finance, Technology, Corporate]",[Other],"South Africa, United Kingdom",South Africa,,1/4/2018 0:49:32
10346,Collin Lugo,collin.lugo,collin.lugo@domain.com,ADMIN,3,,[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Philippines,Philippines,,1/4/2018 0:49:41
10347,Kaylie Massey,kaylie.massey,kaylie.massey@domain.com,SPECIALIST,1,[Original],,[PowerPoint],Norway,Norway,,1/4/2018 0:49:49
10348,Donald Buck,donald.buck,donald.buck@domain.com,PROJECTMANAGER,2,[Other],[Other],"[Illustrator, Photoshop]",Norway,Norway,,1/4/2018 0:49:58
10349,Livia Conley,livia.conley,livia.conley@domain.com,,,"[Minimalistic, Corporate, Modern]","[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,Brazil,,1/4/2018 0:50:07
10350,Marvin Durham,marvin.durham,marvin.durham@domain.com,SPECIALIST,3,[Corporate],[Film],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Portugal,Spain,,1/4/2018 0:50:15
10351,Tiffany Sierra,tiffany.sierra,tiffany.sierra@domain.com,ADMIN,2,[],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",Brazil,Brazil,,1/4/2018 0:50:24
10352,Dayton Pope,dayton.pope,dayton.pope@domain.com,CORE,4,"[Minimalistic, Corporate, Modern]",,[PowerPoint],Brazil,Brazil,,1/4/2018 0:50:33
10353,Aurelia Conrad,aurelia.conrad,aurelia.conrad@domain.com,SPECIALIST,5,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Argentina, Italy",Spain,,1/4/2018 0:50:41
10354,Dilan Estrada,dilan.estrada,dilan.estrada@domain.com,,,[Corporate],"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,South Africa,,1/4/2018 0:50:50
10355,Sawyer Christensen,sawyer.christensen,sawyer.christensen@domain.com,ADMIN,5,[Other],[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Portugal,Portugal,,1/4/2018 0:50:59
10356,Gregory Bridges,gregory.bridges,gregory.bridges@domain.com,CORE,3,,"[Finance, Technology, Corporate]",[PowerPoint],Guatemala,Guatemala,,1/4/2018 0:51:07
10357,Elora Crosby,elora.crosby,elora.crosby@domain.com,PROJECTMANAGER,1,[Other],[Branding],[],South Africa,South Africa,,1/4/2018 0:51:16
10358,Tristen Hardin,tristen.hardin,tristen.hardin@domain.com,DESIGN_DIRECTOR,2,[Original],[Branding],[PowerPoint],South Africa,South Africa,,1/4/2018 0:51:24
10359,Vada Velez,vada.velez,vada.velez@domain.com,SPECIALIST,3,[Corporate],[Film],[],Portugal,Portugal,,1/4/2018 0:51:33
10360,Kareem Wu,kareem.wu,kareem.wu@domain.com,PROJECTMANAGER,1,[Other],,[],Mexico,Mexico,,1/4/2018 0:51:42
10361,Liana Hurst,liana.hurst,liana.hurst@domain.com,DESIGN_DIRECTOR,3,,[Other],[],El Salvador,El Salvador,,1/4/2018 0:51:50
10362,Neil Wagner,neil.wagner,neil.wagner@domain.com,CORE,1,[Corporate],"[Finance, Technology, Corporate]",[PowerPoint],Portugal,Portugal,,1/4/2018 0:51:59
10363,Maeve Allison,maeve.allison,maeve.allison@domain.com,PROJECTMANAGER,5,,[Film],"[Illustrator, Photoshop]","Argentina, Italy",Argentina,,1/4/2018 0:52:08
10364,Dennis Schneider,dennis.schneider,dennis.schneider@domain.com,SPECIALIST,5,"[Minimalistic, Corporate, Modern]","[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Argentina, Spain",Spain,,1/4/2018 0:52:16
10365,Delaney Nava,delaney.nava,delaney.nava@domain.com,PROJECTMANAGER,1,"[Minimalistic, Corporate, Modern]","[Finance, Technology, Corporate]",[],Nigeria,Nigeria,,1/4/2018 0:52:25
10366,Stefan Tyler,stefan.tyler,stefan.tyler@domain.com,DESIGN_DIRECTOR,1,,,[],South Africa,South Africa,,1/4/2018 0:52:34
10367,Helena Quinn,helena.quinn,helena.quinn@domain.com,DESIGN_DIRECTOR,5,[Other],[Other],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Philippines,Philippines,,1/4/2018 0:52:42
10368,Rhys Salazar,rhys.salazar,rhys.salazar@domain.com,DESIGN_DIRECTOR,5,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,Colombia,,1/4/2018 0:52:51
10369,Freya Sutton,freya.sutton,freya.sutton@domain.com,SPECIALIST,1,"[Minimalistic, Corporate, Modern]",[Other],"[Illustrator, Photoshop]",Argentina,Argentina,,1/4/2018 0:53:00
10370,Warren Glover,warren.glover,warren.glover@domain.com,SPECIALIST,1,"[Minimalistic, Corporate, Modern]","[Lifestyle, Marketing]",[Other],Colombia,Colombia,,1/4/2018 0:53:08
10371,Alessia Gonzales,alessia.gonzales,alessia.gonzales@domain.com,ADMIN,3,[],"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Colombia,Colombia,,1/4/2018 0:53:17
10372,Brayden Wolf,brayden.wolf,brayden.wolf@domain.com,CORE,2,[Original],[Film],"[Illustrator, Photoshop]",Colombia,Colombia,,1/4/2018 0:53:25
10373,Jolene Arroyo,jolene.arroyo,jolene.arroyo@domain.com,SPECIALIST,5,"[Minimalistic, Corporate, Modern]",[Film],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Colombia,Colombia,,1/4/2018 0:53:34
10374,Alberto Carpenter,alberto.carpenter,alberto.carpenter@domain.com,,,"[Minimalistic, Corporate, Modern]",[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]","Argentina, Spain",Spain,,1/4/2018 0:53:43
10375,Lilly Kaur,lilly.kaur,lilly.kaur@domain.com,PROJECTMANAGER,1,[],[Other],[],South Africa,South Africa,,1/4/2018 0:53:51
10376,Augustine Nixon,augustine.nixon,augustine.nixon@domain.com,DESIGN_DIRECTOR,3,[],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",United States of America (USA),Spain,,1/4/2018 0:54:00
10377,Deborah Jefferson,deborah.jefferson,deborah.jefferson@domain.com,DESIGN_DIRECTOR,5,[Corporate],,"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Argentina,Argentina,,1/4/2018 0:54:09
10378,Raylan Ford,raylan.ford,raylan.ford@domain.com,DESIGN_DIRECTOR,5,"[Minimalistic, Corporate, Modern]",,"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,South Africa,,1/4/2018 0:54:17
10379,Alexandra Rich,alexandra.rich,alexandra.rich@domain.com,,,[],,[PowerPoint],Colombia,Colombia,,1/4/2018 0:54:26
10380,Miller Adams,miller.adams,miller.adams@domain.com,,,,"[Lifestyle, Marketing]",[Other],Malaysia,Malaysia,,1/4/2018 0:54:35
10381,Stella Valentine,stella.valentine,stella.valentine@domain.com,DESIGN_DIRECTOR,2,[],"[Finance, Technology, Corporate]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,South Africa,,1/4/2018 0:54:43
10382,Demetrius Burch,demetrius.burch,demetrius.burch@domain.com,CORE,5,[Corporate],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,Colombia,,1/4/2018 0:54:52
10383,Freyja Duncan,freyja.duncan,freyja.duncan@domain.com,ADMIN,3,[],[Other],[Other],Colombia,Colombia,,1/4/2018 0:55:00
10384,Avery Santos,avery.santos,avery.santos@domain.com,DESIGN_DIRECTOR,4,[Other],,"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,Colombia,,1/4/2018 0:55:09
10385,Alana Duran,alana.duran,alana.duran@domain.com,ADMIN,2,"[Minimalistic, Corporate, Modern]",[Branding],[],Colombia,Colombia,,1/4/2018 0:55:18
10386,Ismael Russell,ismael.russell,ismael.russell@domain.com,ADMIN,4,[Corporate],"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",France,Switzerland,,1/4/2018 0:55:26
10387,Raelynn Gilmore,raelynn.gilmore,raelynn.gilmore@domain.com,ADMIN,2,[Original],[Other],[],South Africa,South Africa,,1/4/2018 0:55:35
10388,Vihaan Robbins,vihaan.robbins,vihaan.robbins@domain.com,SPECIALIST,4,[Other],"[Finance, Technology, Corporate]",[],"Argentina, Italy",Argentina,,1/4/2018 0:55:44
10389,Stevie Davila,stevie.davila,stevie.davila@domain.com,PROJECTMANAGER,1,[Corporate],[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]","Portugal, Brazil",Portugal,,1/4/2018 0:55:52
10390,Grey Leal,grey.leal,grey.leal@domain.com,DESIGN_DIRECTOR,1,,"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","Spain",Spain,,1/4/2018 0:56:01
10391,Murphy Costa,murphy.costa,murphy.costa@domain.com,PROJECTMANAGER,1,,[Branding],[],Serbia,Germany,,1/4/2018 0:56:10
10392,Kenji Roberts,kenji.roberts,kenji.roberts@domain.com,PROJECTMANAGER,4,[Other],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]","Mexico, Venezuela",Mexico,,1/4/2018 0:56:18
10393,Paisley Weeks,paisley.weeks,paisley.weeks@domain.com,,,[Corporate],"[Finance, Technology, Corporate]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,Colombia,,1/4/2018 0:56:27
10394,Anders Barnes,anders.barnes,anders.barnes@domain.com,DESIGN_DIRECTOR,4,[Other],"[Lifestyle, Marketing]","[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,South Africa,,1/4/2018 0:56:36
10395,Liliana Zamora,liliana.zamora,liliana.zamora@domain.com,CORE,2,"[Minimalistic, Corporate, Modern]",,[Other],Brazil,Brazil,,1/4/2018 0:56:44
10396,Quentin Bauer,quentin.bauer,quentin.bauer@domain.com,,,[Original],[Branding],[],Brazil,Brazil,,1/4/2018 0:56:53
10397,Haley Macias,haley.macias,haley.macias@domain.com,DESIGN_DIRECTOR,4,,,[Other],Philippines,Philippines,,1/4/2018 0:57:01
10398,Moshe Stein,moshe.stein,moshe.stein@domain.com,CORE,2,,"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Portugal,Portugal,,1/4/2018 0:57:10
10399,Leilany Hickman,leilany.hickman,leilany.hickman@domain.com,ADMIN,3,[],"[Finance, Technology, Corporate]",[PowerPoint],South Africa,South Africa,,1/4/2018 0:57:19
10400,Jakobe Bell,jakobe.bell,jakobe.bell@domain.com,,,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",Nicaragua,Nicaragua,,1/4/2018 0:57:27
10401,Melody Dixon,melody.dixon,melody.dixon@domain.com,,,,[Other],[PowerPoint],Costa Rica,Costa Rica,,1/4/2018 0:57:36
10402,Camden Boone,camden.boone,camden.boone@domain.com,PROJECTMANAGER,2,[],"[Finance, Technology, Corporate]",[],Latvia,Latvia,,1/4/2018 0:57:45
10403,Mariam Ponce,mariam.ponce,mariam.ponce@domain.com,PROJECTMANAGER,2,"[Minimalistic, Corporate, Modern]",[Film],[],Ireland,Spain,,1/4/2018 0:57:53
10404,Langston Garcia,langston.garcia,langston.garcia@domain.com,PROJECTMANAGER,5,,[Film],"[Illustrator, Photoshop]",Costa Rica,Costa Rica,,1/4/2018 0:58:02
10405,Amelia Wilcox,amelia.wilcox,amelia.wilcox@domain.com,SPECIALIST,2,[],[Other],"[Illustrator, Photoshop]",Russian Federation,Russian Federation,,1/4/2018 0:58:11
10406,Jerry Thomas,jerry.thomas,jerry.thomas@domain.com,PROJECTMANAGER,1,[Original],[Branding],[PowerPoint],"South Africa, United Kingdom",South Africa,,1/4/2018 0:58:19
10407,Elizabeth Briggs,elizabeth.briggs,elizabeth.briggs@domain.com,ADMIN,2,[Corporate],[Film],[PowerPoint],Colombia,Colombia,,1/4/2018 0:58:28
10408,Case Payne,case.payne,case.payne@domain.com,DESIGN_DIRECTOR,3,[],,[Other],Ghana,Ghana,,1/4/2018 0:58:36
10409,London Sandoval,london.sandoval,london.sandoval@domain.com,ADMIN,1,[],"[Lifestyle, Marketing]",[],South Africa,Sweden,,1/4/2018 0:58:45
10410,Brantley Wang,brantley.wang,brantley.wang@domain.com,SPECIALIST,2,[],[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,South Africa,,1/4/2018 0:58:54
10411,Kailani Cochran,kailani.cochran,kailani.cochran@domain.com,CORE,2,"[Minimalistic, Corporate, Modern]","[Finance, Technology, Corporate]",[Other],"South Africa, United Kingdom",South Africa,,1/4/2018 0:59:02
10412,Danny Hayden,danny.hayden,danny.hayden@domain.com,SPECIALIST,2,[Other],,[PowerPoint],Zimbabwe,South Africa,,1/4/2018 0:59:11
10413,Avayah Booker,avayah.booker,avayah.booker@domain.com,,,[Other],,[Other],Philippines,Philippines,,1/4/2018 0:59:20
10414,Dominik Huff,dominik.huff,dominik.huff@domain.com,CORE,4,[Original],,"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","South Africa, Italy",South Africa,,1/4/2018 0:59:28
10415,Karsyn Owen,karsyn.owen,karsyn.owen@domain.com,PROJECTMANAGER,5,[Other],"[Finance, Technology, Corporate]",[Other],South Africa,South Africa,,1/4/2018 0:59:37
10416,Cannon Howell,cannon.howell,cannon.howell@domain.com,PROJECTMANAGER,2,[],[Other],[Other],Canada,Canada,,1/4/2018 0:59:46
10417,Mckenna Cardenas,mckenna.cardenas,mckenna.cardenas@domain.com,SPECIALIST,1,"[Minimalistic, Corporate, Modern]",[Branding],[Other],Argentina,Argentina,,1/4/2018 0:59:54
10418,Johnathan Castillo,johnathan.castillo,johnathan.castillo@domain.com,DESIGN_DIRECTOR,3,[Other],[Branding],[],Brazil,Brazil,,1/4/2018 1:00:03
10419,Eva Briggs,eva.briggs,eva.briggs@domain.com,CORE,3,[Original],[Film],[Other],Colombia,Colombia,,1/4/2018 1:00:12
10420,Case Mathews,case.mathews,case.mathews@domain.com,ADMIN,3,[Original],"[Finance, Technology, Corporate]",[PowerPoint],South Africa,South Africa,,1/4/2018 1:00:20
10421,Sloan Garrett,sloan.garrett,sloan.garrett@domain.com,CORE,5,"[Minimalistic, Corporate, Modern]",[Film],"[Illustrator, Photoshop]","Colombia, Spain",Colombia,,1/4/2018 1:00:29
10422,Kairo Giles,kairo.giles,kairo.giles@domain.com,,,[],[Branding],[Other],Colombia,Colombia,,1/4/2018 1:00:37
10423,Bailee Galindo,bailee.galindo,bailee.galindo@domain.com,PROJECTMANAGER,1,,[Branding],[Other],Brazil,Brazil,,1/4/2018 1:00:46
10424,Salvatore Medrano,salvatore.medrano,salvatore.medrano@domain.com,PROJECTMANAGER,2,[Corporate],[Branding],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,Colombia,,1/4/2018 1:00:55
10425,Halle Perkins,halle.perkins,halle.perkins@domain.com,,,[Corporate],[Other],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",Colombia,Colombia,,1/4/2018 1:01:03
10426,Kyrie Medrano,kyrie.medrano,kyrie.medrano@domain.com,SPECIALIST,1,[Original],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]","Colombia, United States of America (USA)",Colombia,,1/4/2018 1:01:12
10427,Halle McCall,halle.mccall,halle.mccall@domain.com,SPECIALIST,4,[Other],"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Colombia,Colombia,,1/4/2018 1:01:21
10428,Kiaan Peralta,kiaan.peralta,kiaan.peralta@domain.com,ADMIN,3,,[Film],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]",South Africa,South Africa,,1/4/2018 1:01:29
10429,Malayah Morrow,malayah.morrow,malayah.morrow@domain.com,DESIGN_DIRECTOR,3,[Original],"[Lifestyle, Marketing]","[Illustrator, Photoshop]",South Africa,South Africa,,1/4/2018 1:01:38
10430,Kyree Salazar,kyree.salazar,kyree.salazar@domain.com,DESIGN_DIRECTOR,1,,,[Other],South Africa,South Africa,,1/4/2018 1:01:47
10431,Freya Knight,freya.knight,freya.knight@domain.com,,,[Corporate],[Other],[PowerPoint],"Brazil, Portugal",Brazil,,1/4/2018 1:01:55
10432,Beckett Patrick,beckett.patrick,beckett.patrick@domain.com,CORE,2,,[Film],[Other],Uruguay,Uruguay,,1/4/2018 1:02:04
10433,Lyra Adkins,lyra.adkins,lyra.adkins@domain.com,SPECIALIST,1,[Original],,[Other],South Africa,South Africa,,1/4/2018 1:02:12
10434,Kylo Snow,kylo.snow,kylo.snow@domain.com,ADMIN,3,[Corporate],[Film],"[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",South Africa,South Africa,,1/4/2018 1:02:21
10435,Alexia Ponce,alexia.ponce,alexia.ponce@domain.com,DESIGN_DIRECTOR,1,"[Minimalistic, Corporate, Modern]",[Branding],[PowerPoint],Argentina,Argentina,,1/4/2018 1:02:30
10436,Langston Pollard,langston.pollard,langston.pollard@domain.com,ADMIN,1,,"[Lifestyle, Marketing]","[Illustrator, Photoshop, PowerPoint, Keynote, InDesign]",Brazil,Brazil,,1/4/2018 1:02:38
10437,Marisol Alexander,marisol.alexander,marisol.alexander@domain.com,DESIGN_DIRECTOR,3,[],[Other],[],South Africa,South Africa,,1/4/2018 1:02:47
10438,Kingston Armstrong,kingston.armstrong,kingston.armstrong@domain.com,ADMIN,2,,[Film],[],South Africa,South Africa,,1/4/2018 1:02:56
10439,Presley Barber,presley.barber,presley.barber@domain.com,ADMIN,5,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",South Africa,South Africa,,1/4/2018 1:03:04
10440,Solomon Lozano,solomon.lozano,solomon.lozano@domain.com,,,[Original],[Branding],[],South Africa,South Africa,,1/4/2018 1:03:13
10441,Cecelia Harris,cecelia.harris,cecelia.harris@domain.com,ADMIN,3,[Original],,[PowerPoint],Mexico,Mexico,,1/4/2018 1:03:22
10442,Samuel Carr,samuel.carr,samuel.carr@domain.com,CORE,1,,"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",Mexico,Mexico,,1/4/2018 1:03:30
10443,Rowan Kline,rowan.kline,rowan.kline@domain.com,DESIGN_DIRECTOR,5,[Corporate],[Branding],"[SquareSpace, Shopify, PowerPoint, Photoshop, Illustrator]","South Africa, Mauritius",South Africa,,1/4/2018 1:03:39
10444,Ramon Hendricks,ramon.hendricks,ramon.hendricks@domain.com,DESIGN_DIRECTOR,4,[Other],"[Finance, Technology, Corporate]","[Illustrator, Photoshop]",Romania,Romania,,1/4/2018 1:03:48
